,일자,요일,지점명,지점번호,구분,방향,total,Latitude_y,Longitude_y,time,floating
0,20170402.0,일,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,8838.0,37.56661,126.9919,8시,448.0
0,20170402.0,일,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,8838.0,37.56661,126.9919,9시,599.0
0,20170402.0,일,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,8838.0,37.56661,126.9919,10시,641.0
0,20170402.0,일,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,8838.0,37.56661,126.9919,11시,717.0
0,20170402.0,일,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,8838.0,37.56661,126.9919,12시,729.0
0,20170402.0,일,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,8838.0,37.56661,126.9919,13시,691.0
0,20170402.0,일,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,8838.0,37.56661,126.9919,14시,665.0
0,20170402.0,일,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,8838.0,37.56661,126.9919,15시,648.0
0,20170402.0,일,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,8838.0,37.56661,126.9919,16시,698.0
0,20170402.0,일,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,8838.0,37.56661,126.9919,17시,724.0
0,20170402.0,일,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,8838.0,37.56661,126.9919,18시,836.0
0,20170402.0,일,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,8838.0,37.56661,126.9919,19시,720.0
0,20170402.0,일,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,8838.0,37.56661,126.9919,20시,722.0
0,20170403.0,월,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,13469.0,37.56661,126.9919,8시,902.0
0,20170403.0,월,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,13469.0,37.56661,126.9919,9시,988.0
0,20170403.0,월,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,13469.0,37.56661,126.9919,10시,1058.0
0,20170403.0,월,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,13469.0,37.56661,126.9919,11시,1054.0
0,20170403.0,월,을지로(을지로3가역),A-18,유출,을지로2가->을지로3가역,13469.0,37.56661,126.9919,12시,961.0
