,일자,요일,지점명,지점번호,구분,방향,total,Latitude_y,Longitude_y,time,floating
0,20170104.0,수,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42351.0,37.47185,127.1257,8시,3298.0
0,20170104.0,수,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42351.0,37.47185,127.1257,9시,2897.0
0,20170104.0,수,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42351.0,37.47185,127.1257,10시,3293.0
0,20170104.0,수,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42351.0,37.47185,127.1257,11시,3271.0
0,20170104.0,수,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42351.0,37.47185,127.1257,12시,3079.0
0,20170104.0,수,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42351.0,37.47185,127.1257,13시,3004.0
0,20170104.0,수,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42351.0,37.47185,127.1257,14시,3456.0
0,20170104.0,수,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42351.0,37.47185,127.1257,15시,3876.0
0,20170104.0,수,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42351.0,37.47185,127.1257,16시,3466.0
0,20170104.0,수,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42351.0,37.47185,127.1257,17시,3311.0
0,20170104.0,수,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42351.0,37.47185,127.1257,18시,3484.0
0,20170104.0,수,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42351.0,37.47185,127.1257,19시,3100.0
0,20170104.0,수,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42351.0,37.47185,127.1257,20시,2816.0
0,20170105.0,목,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42278.0,37.47185,127.1257,8시,3506.0
0,20170105.0,목,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42278.0,37.47185,127.1257,9시,3388.0
0,20170105.0,목,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42278.0,37.47185,127.1257,10시,3473.0
0,20170105.0,목,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42278.0,37.47185,127.1257,11시,3376.0
0,20170105.0,목,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42278.0,37.47185,127.1257,12시,3132.0
0,20170105.0,목,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42278.0,37.47185,127.1257,13시,2935.0
0,20170105.0,목,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42278.0,37.47185,127.1257,14시,3282.0
0,20170105.0,목,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42278.0,37.47185,127.1257,15시,3201.0
0,20170105.0,목,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42278.0,37.47185,127.1257,16시,3278.0
0,20170105.0,목,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42278.0,37.47185,127.1257,17시,3334.0
0,20170105.0,목,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42278.0,37.47185,127.1257,18시,3379.0
0,20170105.0,목,분당-수서로(성남시계),B-14,유출,수서IC(동부간선도로)->복정교차로,42278.0,37.47185,127.1257,19시,3220.0
