,일자,요일,지점명,지점번호,구분,방향,total,Latitude_y,Longitude_y,time,floating
0,20170811.0,금,오리로(광명시계),B-20,유입,천왕역->광명교,12143.0,37.4832,126.8458,8시,1020.0
0,20170811.0,금,오리로(광명시계),B-20,유입,천왕역->광명교,12143.0,37.4832,126.8458,9시,867.0
0,20170811.0,금,오리로(광명시계),B-20,유입,천왕역->광명교,12143.0,37.4832,126.8458,10시,812.0
0,20170811.0,금,오리로(광명시계),B-20,유입,천왕역->광명교,12143.0,37.4832,126.8458,11시,789.0
0,20170811.0,금,오리로(광명시계),B-20,유입,천왕역->광명교,12143.0,37.4832,126.8458,12시,717.0
0,20170811.0,금,오리로(광명시계),B-20,유입,천왕역->광명교,12143.0,37.4832,126.8458,13시,766.0
0,20170811.0,금,오리로(광명시계),B-20,유입,천왕역->광명교,12143.0,37.4832,126.8458,14시,900.0
0,20170811.0,금,오리로(광명시계),B-20,유입,천왕역->광명교,12143.0,37.4832,126.8458,15시,997.0
0,20170811.0,금,오리로(광명시계),B-20,유입,천왕역->광명교,12143.0,37.4832,126.8458,16시,1021.0
0,20170811.0,금,오리로(광명시계),B-20,유입,천왕역->광명교,12143.0,37.4832,126.8458,17시,1132.0
0,20170811.0,금,오리로(광명시계),B-20,유입,천왕역->광명교,12143.0,37.4832,126.8458,18시,1010.0
0,20170811.0,금,오리로(광명시계),B-20,유입,천왕역->광명교,12143.0,37.4832,126.8458,19시,1022.0
0,20170811.0,금,오리로(광명시계),B-20,유입,천왕역->광명교,12143.0,37.4832,126.8458,20시,1090.0
0,20170812.0,토,오리로(광명시계),B-20,유입,천왕역->광명교,11719.0,37.4832,126.8458,8시,680.0
0,20170812.0,토,오리로(광명시계),B-20,유입,천왕역->광명교,11719.0,37.4832,126.8458,9시,807.0
0,20170812.0,토,오리로(광명시계),B-20,유입,천왕역->광명교,11719.0,37.4832,126.8458,10시,821.0
0,20170812.0,토,오리로(광명시계),B-20,유입,천왕역->광명교,11719.0,37.4832,126.8458,11시,936.0
0,20170812.0,토,오리로(광명시계),B-20,유입,천왕역->광명교,11719.0,37.4832,126.8458,12시,840.0
0,20170812.0,토,오리로(광명시계),B-20,유입,천왕역->광명교,11719.0,37.4832,126.8458,13시,960.0
0,20170812.0,토,오리로(광명시계),B-20,유입,천왕역->광명교,11719.0,37.4832,126.8458,14시,902.0
0,20170812.0,토,오리로(광명시계),B-20,유입,천왕역->광명교,11719.0,37.4832,126.8458,15시,981.0
0,20170812.0,토,오리로(광명시계),B-20,유입,천왕역->광명교,11719.0,37.4832,126.8458,16시,984.0
0,20170812.0,토,오리로(광명시계),B-20,유입,천왕역->광명교,11719.0,37.4832,126.8458,17시,1072.0
0,20170812.0,토,오리로(광명시계),B-20,유입,천왕역->광명교,11719.0,37.4832,126.8458,18시,1123.0
0,20170812.0,토,오리로(광명시계),B-20,유입,천왕역->광명교,11719.0,37.4832,126.8458,19시,949.0
0,20170812.0,토,오리로(광명시계),B-20,유입,천왕역->광명교,11719.0,37.4832,126.8458,20시,664.0
0,20170813.0,일,오리로(광명시계),B-20,유입,천왕역->광명교,9850.0,37.4832,126.8458,8시,460.0
0,20170813.0,일,오리로(광명시계),B-20,유입,천왕역->광명교,9850.0,37.4832,126.8458,9시,544.0
0,20170813.0,일,오리로(광명시계),B-20,유입,천왕역->광명교,9850.0,37.4832,126.8458,10시,710.0
0,20170813.0,일,오리로(광명시계),B-20,유입,천왕역->광명교,9850.0,37.4832,126.8458,11시,602.0
0,20170813.0,일,오리로(광명시계),B-20,유입,천왕역->광명교,9850.0,37.4832,126.8458,12시,711.0
0,20170813.0,일,오리로(광명시계),B-20,유입,천왕역->광명교,9850.0,37.4832,126.8458,13시,778.0
0,20170813.0,일,오리로(광명시계),B-20,유입,천왕역->광명교,9850.0,37.4832,126.8458,14시,840.0
0,20170813.0,일,오리로(광명시계),B-20,유입,천왕역->광명교,9850.0,37.4832,126.8458,15시,886.0
0,20170813.0,일,오리로(광명시계),B-20,유입,천왕역->광명교,9850.0,37.4832,126.8458,16시,899.0
0,20170813.0,일,오리로(광명시계),B-20,유입,천왕역->광명교,9850.0,37.4832,126.8458,17시,913.0
0,20170813.0,일,오리로(광명시계),B-20,유입,천왕역->광명교,9850.0,37.4832,126.8458,18시,898.0
0,20170813.0,일,오리로(광명시계),B-20,유입,천왕역->광명교,9850.0,37.4832,126.8458,19시,836.0
0,20170813.0,일,오리로(광명시계),B-20,유입,천왕역->광명교,9850.0,37.4832,126.8458,20시,773.0
0,20170814.0,월,오리로(광명시계),B-20,유입,천왕역->광명교,12512.0,37.4832,126.8458,8시,969.0
0,20170814.0,월,오리로(광명시계),B-20,유입,천왕역->광명교,12512.0,37.4832,126.8458,9시,896.0
0,20170814.0,월,오리로(광명시계),B-20,유입,천왕역->광명교,12512.0,37.4832,126.8458,10시,764.0
0,20170814.0,월,오리로(광명시계),B-20,유입,천왕역->광명교,12512.0,37.4832,126.8458,11시,853.0
0,20170814.0,월,오리로(광명시계),B-20,유입,천왕역->광명교,12512.0,37.4832,126.8458,12시,802.0
0,20170814.0,월,오리로(광명시계),B-20,유입,천왕역->광명교,12512.0,37.4832,126.8458,13시,881.0
0,20170814.0,월,오리로(광명시계),B-20,유입,천왕역->광명교,12512.0,37.4832,126.8458,14시,962.0
0,20170814.0,월,오리로(광명시계),B-20,유입,천왕역->광명교,12512.0,37.4832,126.8458,15시,1028.0
0,20170814.0,월,오리로(광명시계),B-20,유입,천왕역->광명교,12512.0,37.4832,126.8458,16시,1097.0
0,20170814.0,월,오리로(광명시계),B-20,유입,천왕역->광명교,12512.0,37.4832,126.8458,17시,1199.0
0,20170814.0,월,오리로(광명시계),B-20,유입,천왕역->광명교,12512.0,37.4832,126.8458,18시,1086.0
0,20170814.0,월,오리로(광명시계),B-20,유입,천왕역->광명교,12512.0,37.4832,126.8458,19시,1116.0
0,20170814.0,월,오리로(광명시계),B-20,유입,천왕역->광명교,12512.0,37.4832,126.8458,20시,859.0
0,20170815.0,화,오리로(광명시계),B-20,유입,천왕역->광명교,9241.0,37.4832,126.8458,8시,455.0
0,20170815.0,화,오리로(광명시계),B-20,유입,천왕역->광명교,9241.0,37.4832,126.8458,9시,545.0
0,20170815.0,화,오리로(광명시계),B-20,유입,천왕역->광명교,9241.0,37.4832,126.8458,10시,591.0
0,20170815.0,화,오리로(광명시계),B-20,유입,천왕역->광명교,9241.0,37.4832,126.8458,11시,699.0
0,20170815.0,화,오리로(광명시계),B-20,유입,천왕역->광명교,9241.0,37.4832,126.8458,12시,683.0
0,20170815.0,화,오리로(광명시계),B-20,유입,천왕역->광명교,9241.0,37.4832,126.8458,13시,773.0
0,20170815.0,화,오리로(광명시계),B-20,유입,천왕역->광명교,9241.0,37.4832,126.8458,14시,718.0
0,20170815.0,화,오리로(광명시계),B-20,유입,천왕역->광명교,9241.0,37.4832,126.8458,15시,794.0
0,20170815.0,화,오리로(광명시계),B-20,유입,천왕역->광명교,9241.0,37.4832,126.8458,16시,862.0
