,일자,요일,지점명,지점번호,구분,방향,total,Latitude_y,Longitude_y,time,floating
0,20171117.0,금,송파대로(복정역),B-12,유출,장지교->복정역,24534.0,37.469570000000004,127.1291,8시,2080.0
0,20171117.0,금,송파대로(복정역),B-12,유출,장지교->복정역,24534.0,37.469570000000004,127.1291,9시,1958.0
0,20171117.0,금,송파대로(복정역),B-12,유출,장지교->복정역,24534.0,37.469570000000004,127.1291,10시,1906.0
0,20171117.0,금,송파대로(복정역),B-12,유출,장지교->복정역,24534.0,37.469570000000004,127.1291,11시,1821.0
0,20171117.0,금,송파대로(복정역),B-12,유출,장지교->복정역,24534.0,37.469570000000004,127.1291,12시,1736.0
0,20171117.0,금,송파대로(복정역),B-12,유출,장지교->복정역,24534.0,37.469570000000004,127.1291,13시,1799.0
0,20171117.0,금,송파대로(복정역),B-12,유출,장지교->복정역,24534.0,37.469570000000004,127.1291,14시,1767.0
0,20171117.0,금,송파대로(복정역),B-12,유출,장지교->복정역,24534.0,37.469570000000004,127.1291,15시,1794.0
0,20171117.0,금,송파대로(복정역),B-12,유출,장지교->복정역,24534.0,37.469570000000004,127.1291,16시,1869.0
0,20171117.0,금,송파대로(복정역),B-12,유출,장지교->복정역,24534.0,37.469570000000004,127.1291,17시,2104.0
0,20171117.0,금,송파대로(복정역),B-12,유출,장지교->복정역,24534.0,37.469570000000004,127.1291,18시,2007.0
0,20171117.0,금,송파대로(복정역),B-12,유출,장지교->복정역,24534.0,37.469570000000004,127.1291,19시,1983.0
0,20171117.0,금,송파대로(복정역),B-12,유출,장지교->복정역,24534.0,37.469570000000004,127.1291,20시,1710.0
0,20171118.0,토,송파대로(복정역),B-12,유출,장지교->복정역,22801.0,37.469570000000004,127.1291,8시,1628.0
0,20171118.0,토,송파대로(복정역),B-12,유출,장지교->복정역,22801.0,37.469570000000004,127.1291,9시,1763.0
0,20171118.0,토,송파대로(복정역),B-12,유출,장지교->복정역,22801.0,37.469570000000004,127.1291,10시,1742.0
0,20171118.0,토,송파대로(복정역),B-12,유출,장지교->복정역,22801.0,37.469570000000004,127.1291,11시,1837.0
0,20171118.0,토,송파대로(복정역),B-12,유출,장지교->복정역,22801.0,37.469570000000004,127.1291,12시,1798.0
0,20171118.0,토,송파대로(복정역),B-12,유출,장지교->복정역,22801.0,37.469570000000004,127.1291,13시,1826.0
0,20171118.0,토,송파대로(복정역),B-12,유출,장지교->복정역,22801.0,37.469570000000004,127.1291,14시,1680.0
0,20171118.0,토,송파대로(복정역),B-12,유출,장지교->복정역,22801.0,37.469570000000004,127.1291,15시,1812.0
0,20171118.0,토,송파대로(복정역),B-12,유출,장지교->복정역,22801.0,37.469570000000004,127.1291,16시,1821.0
0,20171118.0,토,송파대로(복정역),B-12,유출,장지교->복정역,22801.0,37.469570000000004,127.1291,17시,1776.0
0,20171118.0,토,송파대로(복정역),B-12,유출,장지교->복정역,22801.0,37.469570000000004,127.1291,18시,1811.0
0,20171118.0,토,송파대로(복정역),B-12,유출,장지교->복정역,22801.0,37.469570000000004,127.1291,19시,1751.0
0,20171118.0,토,송파대로(복정역),B-12,유출,장지교->복정역,22801.0,37.469570000000004,127.1291,20시,1556.0
0,20171119.0,일,송파대로(복정역),B-12,유출,장지교->복정역,20744.0,37.469570000000004,127.1291,8시,1342.0
